log_key,log_template,log_text,label
688,(CRON) INFO (Skipping @reboot jobs -- not system startup),(CRON) INFO (Skipping @reboot jobs -- not system startup),False
689,cron.service: Unit process <:NUM:> <:*:> remains running after unit stopped.,cron.service: Unit process   remains running after unit stopped.,False
690,cron.service: Consumed <:*:> <:*:> CPU time.,cron.service: Consumed   CPU time.,False
691,Stopped Regular background program processing daemon.,Stopped Regular background program processing daemon.,False
692,cron.service: Found left-over process <:NUM:> <:*:> in control group while starting unit. Ignoring.,cron.service: Found left-over process   in control group while starting unit. Ignoring.,False
693,"This usually indicates unclean termination of a previous run, or service implementation deficiencies.","This usually indicates unclean termination of a previous run, or service implementation deficiencies.",False
694,Started Regular background program processing daemon.,Started Regular background program processing daemon.,False
695,ERROR:Unknown interface index <:NUM:> seen even after reload,ERROR:Unknown interface index  seen even after reload,True
696,Started Daemon for <:*:> <:*:>,Started Daemon for  ,False
697,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:NUM:>*4kB <:*:> <:NUM:>*8kB <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:NUM:>*1024kB <:*:> <:NUM:>*2048kB <:*:> <:*:> = <:*:>,[ .] Node   *4kB  *8kB  *16kB  *32kB  *64kB  *128kB  *256kB  *512kB  *1024kB  *2048kB   = ,False
698,[ <:NUM:>.<:NUM:>] Node <:NUM:> Normal: <:NUM:>*4kB <:*:> <:NUM:>*8kB <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:*:> <:NUM:>*1024kB <:NUM:>*2048kB <:NUM:>*4096kB = <:*:>,[ .] Node  Normal: *4kB  *8kB  *16kB  *32kB  *64kB  *128kB  *256kB   *1024kB *2048kB *4096kB = ,False
699,"[ <:NUM:>.<:NUM:>] qemu-system-x86 invoked oom-killer: gfp mask=<:HEX:>(GFP <:*:> <:*:> GFP ZERO), order=<:NUM:>, oom score adj=<:NUM:>","[ .] qemu-system-x86 invoked oom-killer: gfp mask=<:HEX:>(GFP   GFP ZERO), order=, oom score adj=",True
700,[ <:NUM:>.<:NUM:>] ? vmx vcpu <:*:> [kvm intel],[ .] ? vmx vcpu  [kvm intel],False
701,Listening on Socket unix for snap application <:*:>,Listening on Socket unix for snap application ,False
702,Starting Service for snap application lxd.activate...,Starting Service for snap application lxd.activate...,False
703,Started snap.lxd.hook.configure-1d0f8941-e195-4f0d-a6c7-026264e240d3.scope.,Started snap.lxd.hook.configure-1d0f8941-e195-4f0d-a6c7-026264e240d3.scope.,False
704,Timeout occurred while waiting for network connectivity.,Timeout occurred while waiting for network connectivity.,True
705,E: Sub-process /lib/systemd/systemd-networkd-wait-online returned an error code (<:NUM:>),E: Sub-process /lib/systemd/systemd-networkd-wait-online returned an error code (),True
706,apt-daily-upgrade.service: Consumed <:*:> CPU time.,apt-daily-upgrade.service: Consumed  CPU time.,False
707,[ <:NUM:>.<:NUM:>] ? <:*:> to <:*:> mode <:*:>,[ .] ?  to  mode ,False
708,[ <:NUM:>.<:NUM:>] ? <:*:> exit to user mode+<:HEX:>/<:HEX:>,[ .] ?  exit to user mode+<:HEX:>/<:HEX:>,False
709,[ <:NUM:>.<:NUM:>] Node <:NUM:> DMA32: <:NUM:>*4kB <:*:> <:*:> <:*:> <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:NUM:>*1024kB <:*:> <:NUM:>*2048kB <:*:> <:NUM:>*4096kB <:*:> = <:*:>,[ .] Node  DMA32: *4kB     *32kB  *64kB  *128kB  *256kB  *512kB  *1024kB  *2048kB  *4096kB  = ,False
710,started daemon version <:NUM:>.<:NUM:> using authority implementation `local' version `<:NUM:>.<:NUM:>',started daemon version . using authority implementation `local' version `.',False
711,Starting <:*:> Manager...,Starting  Manager...,False
712,Finished GRUB failed boot detection.,Finished GRUB failed boot detection.,False
713,[ <:NUM:>.<:NUM:>] ? vmx <:*:> <:*:> <:*:> [kvm intel],[ .] ? vmx    [kvm intel],False
714,message repeated <:NUM:> times: [ mnt-fake disk.mount: Deactivated successfully.],message repeated  times: [ mnt-fake disk.mount: Deactivated successfully.],False
715,Starting Update APT News...,Starting Update APT News...,False
716,Starting Update the local ESM caches...,Starting Update the local ESM caches...,False
717,Finished Update APT News.,Finished Update APT News.,False
718,Finished Update the local ESM caches.,Finished Update the local ESM caches.,False
719,apt-daily.service: Consumed <:*:> CPU time.,apt-daily.service: Consumed  CPU time.,False
720,[ <:NUM:>.<:NUM:>] ? kvm <:*:> <:*:> <:*:> range <:*:> [kvm],[ .] ? kvm    range  [kvm],False
721,"[system] Activating via systemd: service name='org.freedesktop.fwupd' unit='fwupd.service' requested by ':<:NUM:>.<:NUM:>' (uid=<:NUM:> pid=<:NUM:> comm=""/usr/bin/fwupdmgr refresh "" label=""unconfined"")","[system] Activating via systemd: service name='org.freedesktop.fwupd' unit='fwupd.service' requested by ':.' (uid= pid= comm=""/usr/bin/fwupdmgr refresh "" label=""unconfined"")",False
722,Starting Firmware update daemon...,Starting Firmware update daemon...,False
723,<:ID:> FuEngine no GUIDs for device TPM [<:SEQ:>], FuEngine no GUIDs for device TPM [],False
724,Starting Daemon for power management...,Starting Daemon for power management...,False
725,"<:ID:> FuPluginUefiCapsule SMBIOS BIOS Characteristics Extension Byte <:NUM:> is invalid -- UEFI Specification is unsupported, but /sys/firmware/efi exists: System does not support UEFI mode"," FuPluginUefiCapsule SMBIOS BIOS Characteristics Extension Byte  is invalid -- UEFI Specification is unsupported, but /sys/firmware/efi exists: System does not support UEFI mode",False
726,<:ID:> FuEngine failed to add device /sys/devices/pnp0/<:NUM:>:<:NUM:>/tpm/tpm0: failed to initialize TPM, FuEngine failed to add device /sys/devices/pnp0/:/tpm/tpm0: failed to initialize TPM,False
727,Started Firmware update daemon.,Started Firmware update daemon.,False
728,Updating lvfs,Updating lvfs,False
729,Downloadingâ€¦: <:NUM:>%,Downloadingâ€¦: %,False
730,message repeated <:NUM:> times: [ Downloadingâ€¦: <:NUM:>%],message repeated  times: [ Downloadingâ€¦: %],False
731,Idleâ€¦: <:NUM:>%,Idleâ€¦: %,False
732,Successfully downloaded new metadata: <:NUM:> local devices supported,Successfully downloaded new metadata:  local devices supported,False
733,Finished Refresh fwupd metadata and update motd.,Finished Refresh fwupd metadata and update motd.,False
734,Accepted publickey for root from <:IP:> port <:NUM:> ssh2: RSA SHA256:2oxdGuF8CnaufbYeewKdn9uzgXkUUC8sKJScQKSdgiA,Accepted publickey for root from  port  ssh2: RSA SHA256:2oxdGuF8CnaufbYeewKdn9uzgXkUUC8sKJScQKSdgiA,False
735,Queued start job for default target Main User Target.,Queued start job for default target Main User Target.,False
736,Created slice User Application Slice.,Created slice User Application Slice.,False
737,Listening on REST API socket for snapd user session agent.,Listening on REST API socket for snapd user session agent.,False
738,Starting Notify NFS peers of a restart...,Starting Notify NFS peers of a restart...,False
739,Starting LSB: automatic crash report generation...,Starting LSB: automatic crash report generation...,False
740,[system] AppArmor D-Bus mediation is enabled,[system] AppArmor D-Bus mediation is enabled,False
741,Started Save initial kernel messages after boot.,Started Save initial kernel messages after boot.,False
742,Starting Remove Stale Online ext4 Metadata Check Snapshots...,Starting Remove Stale Online ext4 Metadata Check Snapshots...,False
743,Condition check resulted in getty on tty2-tty6 if dbus and logind are not available being skipped.,Condition check resulted in getty on tty2-tty6 if dbus and logind are not available being skipped.,False
744,Starting Record successful boot for GRUB...,Starting Record successful boot for GRUB...,False
745,Started irqbalance daemon.,Started irqbalance daemon.,False
746,Starting Dispatcher daemon for systemd-networkd...,Starting Dispatcher daemon for systemd-networkd...,False
747,(root) CMD (mount <:IP:>:/mnt/nfs/ /mnt/nfs/),(root) CMD (mount :/mnt/nfs/ /mnt/nfs/),False
748,(root) CMD (sudo /home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.sh >> /home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.out <:NUM:>>&<:NUM:>),(root) CMD (sudo /home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.sh >> /home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.out >&),False
749,root : PWD=/root ; USER=root ; COMMAND=/home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.sh,root : PWD=/root ; USER=root ; COMMAND=/home/cloudnet/pratheek-research-repo/experiment-scripts/Memory-OOM-loop.sh,False
750,Starting User Login Management...,Starting User Login Management...,False
751,Starting Permit User Sessions...,Starting Permit User Sessions...,False
752,Condition check resulted in Ubuntu Pro reboot cmds being skipped.,Condition check resulted in Ubuntu Pro reboot cmds being skipped.,False
753,Finished Permit User Sessions.,Finished Permit User Sessions.,False
754,Starting Hold until boot process finishes up...,Starting Hold until boot process finishes up...,False
755,Starting Terminate Plymouth Boot Screen...,Starting Terminate Plymouth Boot Screen...,False
756,Finished Hold until boot process finishes up.,Finished Hold until boot process finishes up.,False
757,Starting Set console scheme...,Starting Set console scheme...,False
758,Finished Terminate Plymouth Boot Screen.,Finished Terminate Plymouth Boot Screen.,False
759,Finished Set console scheme.,Finished Set console scheme.,False
760,Created slice Slice /system/getty.,Created slice Slice /system/getty.,False
761,e2scrub reap.service: Deactivated successfully.,e2scrub reap.service: Deactivated successfully.,False
762,Finished Remove Stale Online ext4 Metadata Check Snapshots.,Finished Remove Stale Online ext4 Metadata Check Snapshots.,False
763,New seat seat0.,New seat seat0.,False
764,Started Notify NFS peers of a restart.,Started Notify NFS peers of a restart.,False
765,Watching system buttons on /dev/input/event0 (Power Button),Watching system buttons on /dev/input/event0 (Power Button),False
766,Finished Record successful boot for GRUB.,Finished Record successful boot for GRUB.,False
767,Starting GRUB failed boot detection...,Starting GRUB failed boot detection...,False
768,udisks daemon version <:NUM:>.<:NUM:>.<:NUM:> starting,udisks daemon version .. starting,False
769,Started LSB: automatic crash report generation.,Started LSB: automatic crash report generation.,False
770,Started User Login Management.,Started User Login Management.,False
771,Started Unattended Upgrades Shutdown.,Started Unattended Upgrades Shutdown.,False
772,[ <:NUM:>.<:NUM:>] Node <:NUM:> DMA32: <:NUM:>*4kB <:NUM:>*8kB <:NUM:>*16kB (M) <:NUM:>*32kB (UM) <:NUM:>*64kB (UM) <:NUM:>*128kB (UM) <:NUM:>*256kB (UM) <:NUM:>*512kB (UM) <:NUM:>*1024kB (UM) <:NUM:>*2048kB (UM) <:NUM:>*4096kB (M) = 123600kB,[ .] Node  DMA32: *4kB *8kB *16kB (M) *32kB (UM) *64kB (UM) *128kB (UM) *256kB (UM) *512kB (UM) *1024kB (UM) *2048kB (UM) *4096kB (M) = 123600kB,False
773,session-<:NUM:>.scope: Consumed <:*:> CPU time.,session-.scope: Consumed  CPU time.,False
774,"backend.go:<:NUM:>: cannot create host `snap userd` dbus service file: failed to copy all: ""cp: cannot stat '/snap/snapd/<:NUM:>/usr/share/dbus-<:NUM:>/services/io.snapcraft.Prompt.service': No such file or directory"" (<:NUM:>)","backend.go:: cannot create host `snap userd` dbus service file: failed to copy all: ""cp: cannot stat '/snap/snapd//usr/share/dbus-/services/io.snapcraft.Prompt.service': No such file or directory"" ()",True
775,snapd.service: Consumed <:NUM:>.162s CPU time.,snapd.service: Consumed .162s CPU time.,False
776,[ <:NUM:>.<:NUM:>] ? kvm vm ioctl irq line+<:HEX:>/<:HEX:> [kvm],[ .] ? kvm vm ioctl irq line+<:HEX:>/<:HEX:> [kvm],False
777,Closed REST API socket for snapd user session agent.,Closed REST API socket for snapd user session agent.,False
778,Removed slice User Application Slice.,Removed slice User Application Slice.,False
779,user-<:NUM:>.slice: Consumed <:*:> CPU time.,user-.slice: Consumed  CPU time.,False
780,rsyslog.service: Sent signal SIGHUP to main process <:NUM:> (rsyslogd) on client request.,rsyslog.service: Sent signal SIGHUP to main process  (rsyslogd) on client request.,False
781,logrotate.service: Consumed <:NUM:>.042s CPU time.,logrotate.service: Consumed .042s CPU time.,False
782,[ <:NUM:>.<:NUM:>] Code: 8b 4b <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> 8b <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> c0 0f <:NUM:> ce <:NUM:> <:NUM:> <:NUM:> <:NUM:> 8b 7c <:NUM:> <:NUM:> 8b 4c <:NUM:> <:NUM:> <:NUM:> 8b f8 <:NUM:> <:NUM:> <:NUM:> <<:NUM:>> 8b <:NUM:> c8 8b 8b fc <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> fe <:NUM:> d3 ee <:NUM:> <:NUM:> f1 <:NUM:> <:NUM:> c6,[ .] Code: 8b 4b           8b        c0 0f  ce     8b 7c   8b 4c    8b f8    <> 8b  c8 8b 8b fc      fe  d3 ee   f1   c6,False
783,[ <:NUM:>.<:NUM:>] ? flush smp call function queue+<:HEX:>/<:HEX:>,[ .] ? flush smp call function queue+<:HEX:>/<:HEX:>,False
784,[ <:NUM:>.<:NUM:>] Code: eb b8 0f 1f <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> f8 0c <:NUM:> <:NUM:> 4b 8b 0c f2 <:NUM:> 3c <:NUM:> <:NUM:> <:NUM:> d2 0f 1f <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> e6 <:NUM:> 0f <:NUM:> <:NUM:> ff ff ff <8b> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> c0 <:NUM:> eb bf 0f 1f <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> f8 <:NUM:> <:NUM:> a2 e9,[ .] Code: eb b8 0f 1f        f8 0c   4b 8b 0c f2  3c    d2 0f 1f        e6  0f   ff ff ff <8b>      c0  eb bf 0f 1f      f8   a2 e9,False
785,Starting Daily dpkg database backup service...,Starting Daily dpkg database backup service...,False
786,Finished Daily dpkg database backup service.,Finished Daily dpkg database backup service.,False
787,[ <:NUM:>.<:NUM:>] ? vmx read guest seg ar+<:HEX:>/<:HEX:> [kvm intel],[ .] ? vmx read guest seg ar+<:HEX:>/<:HEX:> [kvm intel],False
788,"burst continued <:NUM:> ms, too long time, stopped","burst continued  ms, too long time, stopped",True
